RMSE,MAE,MAPE,config_name,seed_idx,trial,trial_seed,compute_time
379.5960729139085,326.5379231770833,5.257493250570702,lstm_small,1,12,1054,2.619225025177002
405.25978196880493,347.6318359375,5.590800225979344,lstm_small,1,13,1055,2.6379029750823975
338.4068527086561,291.37060546875,4.7066395920147475,lstm_small,1,14,1056,2.8841166496276855
354.5736135452891,305.1213785807292,4.922614996814031,lstm_small,1,15,1057,2.6798596382141113
355.0518744104577,304.5947672526042,4.913228946688344,lstm_small,1,16,1058,2.611210823059082
373.00792278616143,320.7709554036458,5.165635907294356,lstm_small,1,17,1059,2.9032654762268066
344.7745320785516,297.3379313151042,4.799677805730313,lstm_small,1,18,1060,2.660048484802246
365.4889252150157,315.0115559895833,5.076871185267819,lstm_small,1,19,1061,2.645260810852051
487.64953989606846,430.7652587890625,6.950182512696143,lstm_small,1,20,1062,2.85746693611145
339.33620700128,292.16748046875,4.717851312541246,lstm_small,1,21,1063,2.6291539669036865
353.25418485402054,302.1542154947917,4.871484150123132,lstm_small,1,22,1064,2.600829601287842
333.52977599653997,284.9473470052083,4.607285732055839,lstm_small,1,23,1065,2.8626787662506104
368.61675904881884,318.0835367838542,5.1295422010477685,lstm_small,1,24,1066,2.607456684112549
358.22356341399154,308.9900716145833,4.98194583701377,lstm_small,1,25,1067,2.599501848220825
383.56337058602696,330.2022298177083,5.317288622840488,lstm_small,1,26,1068,2.8416686058044434
330.48783095718596,283.0303141276042,4.576033742847896,lstm_small,1,27,1069,2.6267917156219482
322.0973506750411,275.8662109375,4.464863929189189,lstm_small,1,28,1070,2.61858868598938
336.9607168373518,287.4722493489583,4.646858346091509,lstm_small,1,29,1071,2.8533763885498047
295.70136435793796,252.80232747395834,4.103509821534721,lstm_small,1,30,1072,2.6470839977264404
323.90038762600113,275.6778971354167,4.46509091799853,lstm_small,1,31,1073,2.614954948425293
329.8314343531193,283.4923502604167,4.585702884064294,lstm_small,1,32,1074,2.6109893321990967
357.8737288614683,307.0159505208333,4.956386514320507,lstm_small,1,33,1075,2.931514024734497
446.4624919084742,387.0592447916667,6.232090327170695,lstm_small,1,34,1076,2.6363794803619385
297.0862572638226,251.50056966145834,4.083916325192175,lstm_small,1,35,1077,2.6180953979492188
286.4127370453143,238.26407877604166,3.8772514831825236,lstm_small,1,36,1078,2.9400887489318848
381.3782881319991,328.0863037109375,5.283866143924422,lstm_small,1,37,1079,2.633683204650879
354.1580727291682,304.5909016927083,4.917314082617782,lstm_small,1,38,1080,2.6457300186157227
332.19104189567975,285.5735270182292,4.615774393599647,lstm_small,1,39,1081,2.920837640762329
261.7947414633796,216.5758056640625,3.5400804665419985,lstm_small,1,40,1082,2.673128843307495
363.55641234448365,312.34033203125,5.035639296605502,lstm_small,1,41,1083,2.651974678039551
531.2194817377333,460.9437255859375,7.390574940680068,lstm_small,1,42,1084,2.6338868141174316
315.0339489872518,270.5863850911458,4.383959932499661,lstm_small,1,43,1085,2.9580307006835938
